user_id,merchant_id,transaction_amount,merchant_category,payment_method,hour_of_day,day_of_week,is_weekend,device_type,transaction_gap_minutes,is_recurring,upi_app,merchant_popularity,network_latency,failed_transaction_attempts,user_profile,income_level,behavior_personality
U000,M102,3349.82,groceries,UPI,10,3,0,ios,31.16919580940528,0,PhonePe,0.05808361216819946,341.85619383002063,0,family,medium,frugal
U000,M104,504.75,bills,card,1,4,0,ios,426.94312859497705,1,PhonePe,0.18182496720710062,381.3840065378947,0,family,medium,frugal
U000,M105,2012.22,shopping,card,1,3,0,android,60.682091308410214,0,PhonePe,0.6118528947223795,235.79309037356484,5,family,medium,frugal
U000,M104,4305.84,bills,card,19,5,1,ios,203.93663935534914,1,GPay,0.5924145688620425,86.28777206798148,0,family,medium,frugal
U000,M109,5804.06,rent,card,14,5,1,ios,20.163885982776204,1,PhonePe,0.6842330265121569,146.76717079866032,7,family,medium,frugal
U000,M101,563.99,food,UPI,1,0,0,ios,362.3906356313914,0,GPay,0.31171107608941095,116.87345250434666,0,family,medium,frugal
U000,M102,5951.7,groceries,card,23,6,1,ios,336.90303311017846,0,Paytm,0.0884925020519195,148.63719857023386,0,family,medium,frugal
U000,M109,6570.38,rent,card,19,2,0,android,73.84847825133325,0,GPay,0.14092422497476265,35.54397669558989,1,family,medium,frugal
U000,M104,224696.45,bills,wallet,7,1,0,ios,0.8132917624576834,0,PhonePe,0.8154614284548342,454.64992837439263,1,family,medium,frugal
U000,M110,11758.28,health,wallet,22,1,0,ios,17.35681072408057,0,PhonePe,0.3308980248526492,446.3317690683539,0,family,medium,frugal
U001,M101,1390.63,food,card,23,5,1,android,49.95438137728398,0,Paytm,0.8872127425763265,144.3255185226777,0,student,low,balanced
U001,M109,2728.97,rent,wallet,21,0,0,ios,49.07905018578197,1,GPay,0.5227328293819941,534.6965483721009,0,student,low,balanced
U001,M107,141.08,fuel,wallet,16,0,0,android,51.513728249755495,0,Paytm,0.907566473926093,219.83753194897423,1,student,low,balanced
U001,M108,279.42,recharge,card,15,3,0,ios,22.587206447602078,0,Paytm,0.8714605901877177,473.72799793980414,1,student,low,balanced
U001,M109,4321.27,rent,UPI,22,5,1,ios,140.62450202191647,1,Paytm,0.3180034749718639,261.5054725961168,0,student,low,balanced
U001,M109,2198.87,rent,wallet,22,2,0,ios,118.40166295728247,0,GPay,0.417411003148779,264.811929993728,0,student,low,balanced
U001,M108,545.43,recharge,wallet,18,3,0,android,22.64509830594397,0,GPay,0.5187906217433661,158.54147872991064,2,student,low,balanced
U001,M108,2221.85,recharge,UPI,10,3,0,android,21.734526325801,0,Paytm,0.05147875124998935,669.4863168727929,0,student,low,balanced
U001,M108,2145.42,recharge,card,0,2,0,ios,36.935988595690844,0,PhonePe,0.9856504541106007,415.0945258059606,1,student,low,balanced
U001,M108,2189.68,recharge,card,15,1,0,android,35.24319200056607,0,GPay,0.5357746840747585,508.84886302378544,0,student,low,balanced
U001,M103,2572.91,travel,wallet,15,2,0,ios,2.2148875261953545,0,Paytm,0.5908929431882418,67.40048534008011,0,student,low,balanced
U001,M103,1281.08,travel,wallet,10,1,0,ios,79.19661752376796,0,Paytm,0.13752094414599325,1379.2969673527025,0,student,low,balanced
U001,M105,1050.75,shopping,wallet,14,3,0,android,76.86703274203964,0,PhonePe,0.5552008115994623,58.87751481581586,0,student,low,balanced
U001,M105,34855.08,shopping,wallet,21,6,1,android,98.54425622365594,0,PhonePe,0.3492095746126609,478.609088417046,0,student,low,balanced
U001,M105,3360.55,shopping,card,20,0,0,ios,65.90956101866583,0,GPay,0.08413996499504883,343.9608709948022,0,student,low,balanced
U001,M109,584.31,rent,wallet,11,2,0,ios,57.761432287390505,1,GPay,0.22426930946055978,498.76584922713016,0,student,low,balanced
U001,M107,1083.11,fuel,card,6,2,0,android,52.59790735398334,0,Paytm,0.8492234104941779,423.3090239991735,0,student,low,balanced
U001,M106,18105.43,entertainment,wallet,8,5,1,ios,21.738874917891675,0,GPay,0.6311386259972629,264.06082377092855,1,student,low,balanced
U001,M101,1668.76,food,card,19,4,0,android,76.37460265288433,0,Paytm,0.2807723624408558,306.2970096705034,0,student,low,balanced
U001,M101,3321.19,food,card,17,0,0,ios,176.40109674197228,0,Paytm,0.015456616528867428,407.1000741138138,1,student,low,balanced
U001,M102,3040.56,groceries,wallet,6,0,0,android,79.65916054918539,0,Paytm,0.31692200515627766,332.1140616195306,1,student,low,balanced
U001,M105,1700.2,shopping,card,23,1,0,ios,6.205098709240359,0,GPay,0.8773730719279554,128.55445532540654,0,student,low,balanced
U001,M104,17373.14,bills,UPI,9,5,1,ios,26.61771386433838,1,Paytm,0.8093611554785136,345.6673679806279,1,student,low,balanced
U001,M109,1921.71,rent,card,18,3,0,android,121.62508840163973,0,GPay,0.795792669436101,448.23039157561675,1,student,low,balanced
U001,M103,1443.16,travel,card,15,3,0,ios,1.8202801169876728,0,Paytm,0.46559801813246016,31.72552425292548,0,student,low,balanced
U001,M105,207.62,shopping,,18,3,0,android,2.068249418147344,0,PhonePe,0.12706051265188478,463.34258954510494,0,student,low,balanced
U001,M108,5282.99,recharge,UPI,10,4,0,ios,3.992152360125899,0,PhonePe,0.0516817211686077,658.3553936088693,0,student,low,balanced
U001,M101,3368.18,food,card,12,1,0,ios,132.92461405601037,0,GPay,0.7951861947687037,327.96814721541415,0,student,low,balanced
U001,M105,1441.99,shopping,card,6,4,0,,15.212271102593668,0,PhonePe,0.15643704267108605,347.66505486556775,0,student,low,balanced
U001,M103,1825.13,travel,card,6,0,0,android,28.06804107151884,0,PhonePe,0.4196000624277899,454.869789082672,0,student,low,balanced
U001,M101,1291.77,food,wallet,22,2,0,ios,8.490246341007557,0,PhonePe,0.49161587511683236,105.75862882802102,0,student,low,balanced
U001,M102,1465.28,groceries,wallet,7,1,0,,52.351340791955074,0,PhonePe,0.3746126146264712,319.6110865929137,0,student,low,balanced
U001,M102,3190.41,groceries,wallet,17,0,0,android,12.612766656963293,0,PhonePe,0.07056874740042984,269.6313711252673,0,student,low,balanced
U001,M108,3421.18,,card,2,3,0,ios,67.71340313222218,0,GPay,0.45825289049151663,114.32767517597264,0,student,low,balanced
U001,M106,3618.24,entertainment,,3,0,0,android,138.3850665693952,0,PhonePe,0.19579113478929644,227.03508509214592,0,student,low,balanced
U001,M102,2507.63,groceries,card,11,6,1,ios,1.246286905166315,0,Paytm,0.11816482762165625,427.4403145531537,0,student,low,balanced
U001,M106,2422.35,entertainment,wallet,1,5,1,ios,108.96929625613242,0,PhonePe,0.2820345725713065,382.76055156976116,2,student,low,balanced
